count_of_chunks,corpus,chunk1,chunk2,chunk3,euclidean_distance_chunk1_and_chunk2,euclidean_distance_chunk1_and_chunk3,euclidean_distance_chunk2_and_chunk3,euclidean_corpus_and_chunk1,euclidean_corpus_and_chunk2,euclidean_corpus_and_chunk3,euclidean_corpus_and_all_chunks,length_corpus,length_chunk1,length_chunk2,length_chunk3,logfreq_corpus,logfreq_chunk1,logfreq_chunk2,logfreq_chunk3
3,autóbaleset,autó,bal,eset,15.938446998596191,13.19482421875,15.364054679870605,17.60321617126465,29.21928596496582,20.860618591308594,6.938322067260742,11,4,3,4,2.9965116721541785,4.114010161703462,4.112739022360173,4.019822224167774
3,akármikor,akár,mi,kor,17.651840209960938,17.017433166503906,13.159287452697754,9.684427261352539,22.290775299072266,21.67235565185547,13.583757400512695,9,4,2,3,2.9934362304976116,4.639894693554849,6.162454474887796,3.4077307280263356
3,barátnők,bar,át,nők,9.351741790771484,16.716779708862305,15.87944507598877,26.05397605895996,25.828161239624023,14.587374687194824,8.307147026062012,8,3,2,3,2.989004615698537,2.998259338423699,5.1193482825304715,4.306274875109347
3,férfiként,fér,fi,ként,14.31536865234375,17.850650787353516,12.935407638549805,14.48599624633789,26.414377212524414,27.961767196655273,8.013154029846191,9,3,2,4,2.989004615698537,3.526597709103452,3.204662511748219,2.6665179805548807
3,jelenlétét,jelen,lé,tét,14.014501571655273,21.45345115661621,14.961255073547363,27.282861709594727,25.288410186767578,15.579710960388184,10.321330070495605,10,5,2,3,2.9885589568786157,4.004192356259714,2.781755374652469,3.428620672671939
3,emlékeztess,emlék,ezt,ess,13.340819358825684,22.5360164642334,15.057181358337402,12.92441463470459,20.72275733947754,31.03641700744629,7.624514579772949,11,5,3,3,2.9872192299080047,3.4316853446860116,5.93531677937607,3.188084373714938
3,próbáljátok,próbálj,át,ok,26.67760467529297,27.764528274536133,10.321622848510742,5.820613861083984,30.036720275878906,30.901212692260742,6.195578575134277,11,7,2,2,2.9872192299080047,3.9252089214120036,5.1193482825304715,4.570554614307831
3,haladok,hal,ad,ok,9.544611930847168,11.287003517150879,10.674763679504395,21.720504760742188,21.537153244018555,22.221012115478516,10.424196243286133,7,3,2,2,2.9845273133437926,4.108158951256403,4.265996370495079,4.570554614307831
3,gondoljatok,gondol,ja,tok,21.19542694091797,24.315351486206055,11.181563377380371,10.258374214172363,28.76473045349121,31.592119216918945,4.339099407196045,11,6,2,3,2.9827233876685453,4.384335489934284,5.05815640487046,2.8779469516291885
3,műveleti,mű,vele,ti,12.0696439743042,17.47675323486328,16.90943717956543,14.117380142211914,17.91368865966797,28.183176040649414,7.565703868865967,8,2,4,2,2.9804578922761,2.9175055095525466,5.376242896297409,4.868462219808566
3,műveleti,műve,le,ti,25.22501564025879,24.50160789489746,10.59213924407959,6.117648124694824,29.0333251953125,28.183176040649414,5.675618648529053,8,4,2,2,2.9804578922761,3.529173603261723,5.581152891966289,4.868462219808566
3,helyezte,hely,ez,te,11.720422744750977,11.478193283081055,10.779348373413086,20.562328338623047,22.922300338745117,22.99767303466797,5.585926532745361,8,4,2,2,2.979092900638326,4.7499989765583495,6.333684409097302,5.976474700373688
3,tiszteletreméltó,tisztelet,remél,tó,17.238666534423828,15.617627143859863,13.204201698303223,11.014431953430176,24.62123680114746,24.50322151184082,5.74213981628418,16,9,5,2,2.974971994298069,3.3234583668494677,2.376576957056512,3.4243915544102776
3,állhatok,áll,ha,tok,11.573970794677734,13.735230445861816,11.832426071166992,21.013931274414062,22.196189880371094,24.15064811706543,6.326839447021484,8,3,2,3,2.9722028383790646,4.910149302250238,6.17849550526079,2.8779469516291885
3,állhatok,áll,hat,ok,12.178682327270508,12.966470718383789,12.136322021484375,21.013931274414062,21.019691467285156,22.359275817871094,5.939164161682129,8,3,3,2,2.9722028383790646,4.910149302250238,4.542788093450676,4.570554614307831
3,eszelős,esz,el,ős,14.038531303405762,10.923351287841797,13.489280700683594,21.526037216186523,23.62708282470703,21.250391006469727,12.811863899230957,7,3,2,2,2.971739590887778,2.406540180433955,6.021003960549296,2.593286067020457
3,haladás,hal,ad,ás,9.544611930847168,11.83521842956543,10.957392692565918,14.27795124053955,14.31592845916748,16.498979568481445,11.743369102478027,7,3,2,2,2.9694159123539814,4.108158951256403,4.265996370495079,2.8651039746411278
3,ügyvédre,ügy,véd,re,16.484783172607422,16.709121704101562,11.403084754943848,13.95125961303711,25.429386138916016,26.88759422302246,5.568492412567139,8,3,3,2,2.9684829485539352,4.5233562066547925,3.0610753236297916,3.6036855496146996
3,ugyanolyanok,ugyan,olyan,ok,10.162369728088379,16.676414489746094,16.327308654785156,17.40622901916504,19.915502548217773,30.980270385742188,8.827696800231934,12,5,5,2,2.9684829485539352,4.824125833916549,5.633425023959779,4.570554614307831
3,kérdeztél,kérd,ez,tél,23.187114715576172,14.134142875671387,15.855544090270996,13.701391220092773,32.038330078125,22.18970489501953,9.827448844909668,9,4,2,3,2.966610986681934,3.449324093098727,6.333684409097302,3.3209766773428235
3,kérdeztél,kérd,ezt,él,13.879413604736328,23.54776954650879,15.625012397766113,13.701391220092773,21.858726501464844,32.30192947387695,11.11153793334961,9,4,3,2,2.966610986681934,3.449324093098727,5.93531677937607,4.520928734708947
3,hónapokkal,hó,nap,okkal,16.499286651611328,16.39388656616211,10.0441312789917,16.873445510864258,26.43351173400879,26.807199478149414,9.510156631469727,10,2,3,5,2.9647309210536292,3.7712199019495336,5.132003392986632,3.5456781497920256
3,szolgálhatok,szolgál,ha,tok,22.727235794067383,23.990100860595703,11.832426071166992,9.054526329040527,29.86095428466797,30.9356746673584,5.399829864501953,12,7,2,3,2.964259630196849,3.511214701136388,6.17849550526079,2.8779469516291885
3,szolgálhatok,szolgál,hat,ok,21.573246002197266,22.548471450805664,12.136322021484375,9.054526329040527,28.614723205566406,29.804765701293945,6.900264263153076,12,7,3,2,2.964259630196849,3.511214701136388,4.542788093450676,4.570554614307831
3,végezzen,vég,ez,zen,10.777746200561523,11.261951446533203,9.711639404296875,21.38818359375,23.097436904907227,22.359180450439453,9.612286567687988,8,3,2,3,2.963787827345555,3.5085297189712867,6.333684409097302,2.8721562727482928
3,látnotok,lát,no,tok,16.067319869995117,17.57386589050293,11.568032264709473,15.093912124633789,27.08135414123535,28.568988800048828,10.236815452575684,8,3,2,3,2.957607287060095,4.081599312732936,4.162982370585433,2.8779469516291885
3,évszázad,év,száz,ad,18.10271453857422,11.208003997802734,17.921751022338867,25.862659454345703,15.23021411895752,27.16442108154297,12.82491683959961,8,2,4,2,2.957128197676813,4.615886953443552,4.09631897051261,4.265996370495079
3,létrehozott,lét,re,hozott,16.16950225830078,12.708958625793457,16.20383071899414,18.17084503173828,30.230175018310547,20.33954429626465,7.558975696563721,11,3,2,6,2.9566485792052033,3.0253058652647704,3.6036855496146996,4.336759833698248
3,csináltátok,csinált,át,ok,22.66904067993164,23.72475242614746,10.321622848510742,9.491423606872559,28.04248809814453,29.185688018798828,8.477367401123047,11,7,2,2,2.9537596917332287,4.358505911490235,5.1193482825304715,4.570554614307831
3,tisztesség,tiszt,ess,ég,16.875558853149414,17.686485290527344,10.510143280029297,8.218646049499512,22.706100463867188,23.273075103759766,7.704193115234375,10,5,3,2,2.952792443044092,3.752202153176521,3.188084373714938,4.60959440922522
3,ismertél,is,mer,tél,11.09057903289795,16.34916114807129,16.621274948120117,22.66214942932129,22.564281463623047,11.733906745910645,9.3358154296875,8,2,3,3,2.951823035315912,6.274002353245673,3.678154038010437,3.3209766773428235
3,ismertél,is,mert,él,9.077916145324707,9.562719345092773,8.358573913574219,22.66214942932129,21.953563690185547,23.050052642822266,7.69133186340332,8,2,4,2,2.951823035315912,6.274002353245673,5.682616134161143,4.520928734708947
3,rávette,rá,vet,te,10.269776344299316,10.028425216674805,9.827777862548828,13.185700416564941,13.468902587890625,15.46035385131836,9.632730484008789,7,2,3,2,2.951823035315912,5.3862920244277,3.3602146132953523,5.976474700373688
3,mutassátok,mutass,át,ok,14.307585716247559,16.093229293823242,10.321622848510742,16.773332595825195,26.96958351135254,28.118133544921875,10.49150276184082,10,6,2,2,2.951337518795918,3.4032921451582543,5.1193482825304715,4.570554614307831
3,repülőtér,repül,őt,ér,15.694040298461914,17.15488052368164,10.247479438781738,13.573760986328125,25.19763946533203,26.731948852539062,8.52587890625,9,5,2,2,2.9508514588885464,3.5402042998420598,5.215082115013175,4.4348402532975735
3,testvériség,testvér,is,ég,16.521102905273438,16.858482360839844,11.014361381530762,8.551762580871582,22.204490661621094,22.420595169067383,6.577373027801514,11,7,2,2,2.949390006644913,4.143982292223977,6.274002353245673,4.60959440922522
3,rendőrbíró,rend,őr,bíró,10.771529197692871,18.090167999267578,16.626441955566406,29.33454704284668,30.637195587158203,22.118656158447266,7.173559665679932,10,4,2,4,2.9469432706978256,3.4260230156898763,3.721068301797159,4.289967791686734
3,bölcsesség,bölcs,ess,ég,24.051542282104492,23.812820434570312,10.510143280029297,6.193767547607422,28.25154685974121,28.061017990112305,6.001814842224121,10,5,3,2,2.9459607035775686,3.7323133274712426,3.188084373714938,4.60959440922522
3,unokatesóm,un,oka,tesóm,10.549087524414062,16.20294761657715,15.18722152709961,26.317686080932617,25.521284103393555,17.073463439941406,8.762308120727539,10,2,3,5,2.94546858513182,2.926342446625655,4.373316665173873,2.9951962915971793
3,középre,köz,ép,re,8.392194747924805,9.730568885803223,9.981184959411621,20.56427764892578,20.323904037475586,21.13446044921875,8.25650405883789,7,3,2,2,2.9425041061680806,2.6473829701146196,3.2219355998280053,3.6036855496146996
3,középkorú,köz,ép,korú,8.392194747924805,17.412221908569336,16.798431396484375,25.158723831176758,24.774259567260742,13.666064262390137,8.18036937713623,9,3,2,4,2.941511432634403,2.6473829701146196,3.2219355998280053,2.8048206787211623
3,barátokkal,bar,át,okkal,9.351741790771484,8.346078872680664,8.146925926208496,20.930755615234375,21.029552459716797,20.992502212524414,10.146655082702637,10,3,2,5,2.9400181550076634,2.998259338423699,5.1193482825304715,3.5456781497920256
3,főszereplő,fő,szerep,lő,17.09719467163086,15.587352752685547,12.297428131103516,20.519447326660156,12.580621719360352,19.695907592773438,10.00218677520752,10,2,6,2,2.937517892017347,4.014772474073064,3.182984967003582,3.3230457354817013
3,vezetőség,vezet,ős,ég,9.768057823181152,9.875067710876465,11.222471237182617,13.303075790405273,16.241334915161133,16.635723114013672,13.366494178771973,9,5,2,2,2.9355072658247128,4.129303107716051,2.593286067020457,4.60959440922522
3,titoktartás,ti,tok,tartás,13.649656295776367,18.920440673828125,20.294734954833984,26.226701736450195,27.000288009643555,14.297396659851074,10.86475658416748,11,2,3,6,2.9334872878487053,4.868462219808566,2.8779469516291885,2.5352941200427703
3,titoktartás,titok,tart,ás,13.766105651855469,15.741597175598145,11.647248268127441,16.30707359313965,25.091415405273438,26.040477752685547,8.957083702087402,11,5,4,2,2.9334872878487053,3.814713612695977,4.57142930306149,2.8651039746411278
3,középkori,köz,ép,kori,8.392194747924805,18.25961685180664,17.472774505615234,25.100543975830078,24.652027130126953,15.208922386169434,8.914645195007324,9,3,2,4,2.931966114728173,2.6473829701146196,3.2219355998280053,2.4668676203541096
3,társasága,tár,sas,ága,16.32683563232422,15.792725563049316,11.026151657104492,15.346447944641113,25.59374237060547,25.030961990356445,10.874768257141113,9,3,3,3,2.929929560084588,2.645422269349092,3.2581581933407944,2.376576957056512
3,társasága,társ,as,ága,16.04662322998047,15.511110305786133,8.605631828308105,13.431939125061035,26.16851043701172,25.030961990356445,7.42079496383667,9,4,2,3,2.929929560084588,3.1925674533365456,3.118595365223762,2.376576957056512
3,engedélyezte,engedély,ez,te,16.910335540771484,16.392671585083008,10.779348373413086,11.759308815002441,25.638315200805664,25.400497436523438,5.880361080169678,12,8,2,2,2.9258275746247424,3.727622577969137,6.333684409097302,5.976474700373688
3,fejvadász,fej,vad,ász,16.917926788330078,19.892229080200195,16.546131134033203,13.814252853393555,27.415300369262695,28.178335189819336,6.501799583435059,9,3,3,3,2.9258275746247424,3.8232133132826673,3.7683420586445333,3.220631019448092
3,hazajöttél,haza,jött,él,9.52057933807373,18.107860565185547,15.451774597167969,14.654958724975586,15.082162857055664,27.091127395629883,9.639313697814941,10,4,4,2,2.9242792860618816,4.848145993412557,4.888151401516756,4.520928734708947
3,magazint,ma,gaz,int,11.008411407470703,10.624137878417969,11.625286102294922,21.463645935058594,22.649354934692383,21.874540328979492,9.280552864074707,8,2,3,3,2.9242792860618816,5.35603733619072,2.754348335711019,2.4785664955938436
3,magazint,mag,az,int,13.13166332244873,11.436162948608398,11.919548988342285,21.039888381958008,21.5986270904541,21.874540328979492,8.227405548095703,8,3,2,3,2.9242792860618816,3.1755118133634475,6.741609849017849,2.4785664955938436
3,unokahúga,un,oka,húga,10.549087524414062,23.127927780151367,21.83294105529785,28.774139404296875,28.019577026367188,10.597271919250488,6.240026950836182,9,2,3,4,2.9222062774390163,2.926342446625655,4.373316665173873,3.568201724066995
3,észreveszi,ész,re,veszi,10.576953887939453,17.614147186279297,18.200149536132812,26.610675811767578,27.66657066345215,15.946675300598145,6.517050266265869,10,3,2,5,2.9206450014067875,3.3012470886362113,3.6036855496146996,4.175656747281663
3,tökéletesnek,tök,élet,esnek,10.494245529174805,9.993870735168457,11.080341339111328,18.006183624267578,19.458982467651367,19.484302520751953,8.564615249633789,12,3,4,5,2.9175055095525466,4.175047699526168,4.5972453046650035,3.089198366805149
3,esküvőjére,esküvő,jé,re,26.562376022338867,26.830284118652344,12.59338665008545,7.181263446807861,31.978910446166992,32.3610725402832,6.220695972442627,10,6,2,2,2.9148718175400505,3.8700525816935447,2.930949031167523,3.6036855496146996
3,ügyvédnő,ügy,véd,nő,16.484783172607422,11.950247764587402,17.215898513793945,18.421175003051758,29.95439910888672,20.35001564025879,9.855854034423828,8,3,3,2,2.9148718175400505,4.5233562066547925,3.0610753236297916,4.919742107376001
3,fedezte,fed,ez,te,10.597304344177246,10.291953086853027,10.779348373413086,21.331741333007812,21.200490951538086,21.427515029907227,8.555882453918457,7,3,2,2,2.9148718175400505,2.5289167002776547,6.333684409097302,5.976474700373688
3,szeretetre,szer,etet,re,9.187568664550781,10.863202095031738,9.987947463989258,20.910778045654297,22.255657196044922,22.615371704101562,9.450511932373047,10,4,4,2,2.9143431571194407,3.13481437032046,2.45178643552429,3.6036855496146996
3,művészetet,mű,vész,etet,9.948336601257324,16.628252029418945,15.693926811218262,18.47088050842285,19.690547943115234,32.07106018066406,7.555189609527588,10,2,4,4,2.9132839017604186,2.9175055095525466,3.2860071220794747,2.45178643552429
3,tizenhét,ti,zen,hét,12.505763053894043,17.613222122192383,17.424972534179688,25.6053524017334,24.581018447875977,15.27558708190918,10.073758125305176,8,2,3,3,2.912753303671323,4.868462219808566,2.8721562727482928,4.561661786781147
3,repülőtérre,repülő,tér,re,11.083237648010254,14.80587387084961,16.126035690307617,17.602144241333008,18.39763641357422,28.07312774658203,11.365099906921387,11,6,3,2,2.9111576087399764,3.7233735670189843,3.7175872968554606,3.6036855496146996
3,repülőtérre,repülőt,ér,re,22.745532989501953,21.479198455810547,8.686530113220215,9.962056159973145,29.0286865234375,28.07312774658203,8.085301399230957,11,7,2,2,2.9111576087399764,3.203304916138483,4.4348402532975735,3.6036855496146996
3,kötöttél,köt,öt,tél,15.410992622375488,10.184935569763184,15.703301429748535,13.889410972595215,25.629436492919922,15.748453140258789,6.021182537078857,8,3,2,3,2.907411360774586,3.3575537197430814,4.697708720591836,3.3209766773428235
3,sikerüljön,siker,ül,jön,17.033952713012695,9.148137092590332,16.460542678833008,17.7388973236084,30.853290557861328,19.281089782714844,4.829431056976318,10,5,2,3,2.90687353472207,3.517591730711908,4.029221394253928,4.970137583284107
3,sikerüljön,siker,ülj,ön,11.899620056152344,15.03997802734375,17.322471618652344,17.7388973236084,19.240591049194336,30.21552848815918,5.1868133544921875,10,5,3,2,2.90687353472207,3.517591730711908,4.36150118846166,5.066888466169809
3,érdekelsz,ér,de,kelsz,12.92025089263916,24.144330978393555,25.37491798400879,26.33545684814453,28.15240478515625,10.115488052368164,9.119623184204102,9,2,2,5,2.906335041805091,4.4348402532975735,6.256956950858988,2.6020599913279625
3,barátokra,bar,át,okra,9.351741790771484,9.185052871704102,8.523098945617676,21.30670928955078,21.170326232910156,21.173551559448242,9.165270805358887,9,3,2,4,2.9041743682841634,2.998259338423699,5.1193482825304715,2.374748346010104
3,úgyszintén,úgy,szint,én,13.264524459838867,16.50666618347168,15.130086898803711,19.07377815246582,17.90580940246582,29.22699737548828,10.036576271057129,10,3,5,2,2.9030899869919438,5.821846818118055,3.524266268766979,6.157086084559995
3,hívások,hív,ás,ok,17.961153030395508,17.34813690185547,11.295794486999512,8.993664741516113,23.022058486938477,22.870845794677734,8.935118675231934,7,3,2,2,2.902546779313991,3.9635989625972416,2.8651039746411278,4.570554614307831
3,harapás,ha,rap,ás,12.220098495483398,11.855935096740723,12.72856616973877,14.849440574645996,15.148698806762695,15.337470054626465,13.250807762145996,7,2,3,2,2.8992731873176036,6.17849550526079,2.6884198220027105,2.8651039746411278
3,szervezte,szerv,ez,te,16.03523063659668,16.562719345092773,10.779348373413086,12.408933639526367,23.14849090576172,23.09357452392578,9.931123733520508,9,5,2,2,2.8976270912904414,2.8887409606828927,6.333684409097302,5.976474700373688
3,érdemelte,érd,emel,te,15.398193359375,15.999536514282227,9.923205375671387,10.598930358886719,21.557376861572266,21.79180145263672,11.565455436706543,9,3,4,2,2.8943160626844384,2.6655809910179533,2.90848501887865,5.976474700373688
3,érdemelte,érdem,el,te,18.452157974243164,16.454235076904297,12.619887351989746,8.386201858520508,23.933530807495117,21.79180145263672,8.138437271118164,9,5,2,2,2.8943160626844384,2.561101383649056,6.021003960549296,5.976474700373688
3,képességek,kép,ess,égek,17.370811462402344,15.432353019714355,10.069150924682617,14.092504501342773,28.946151733398438,26.969533920288086,7.763667106628418,10,3,3,4,2.8937617620579434,4.074852995881248,3.188084373714938,2.6875289612146345
3,egyvalamit,egy,vala,mit,15.038711547851562,15.46890926361084,10.469826698303223,21.585857391357422,22.098825454711914,23.43753433227539,9.223630905151367,10,3,4,3,2.8915374576725643,6.513669111473827,2.859138297294531,5.950237760826466
3,házaspár,ház,as,pár,8.949583053588867,17.50699234008789,17.353107452392578,20.79068374633789,21.90696144104004,13.400118827819824,8.697208404541016,8,3,2,3,2.8898617212581885,4.429510040813138,3.118595365223762,5.108053987458902
3,hálaadáskor,hála,adás,kor,17.401460647583008,18.445636749267578,11.338796615600586,13.45590877532959,26.61836814880371,27.622909545898438,7.038537502288818,11,4,4,3,2.8887409606828927,4.280031744138702,3.2638726768652235,3.4077307280263356
3,maradhatnak,mar,ad,hatnak,11.455500602722168,16.921367645263672,16.92693328857422,20.706796646118164,21.997821807861328,11.22529125213623,9.010699272155762,11,3,2,6,2.888179493918325,3.1245042248342823,4.265996370495079,2.8228216453031045
3,rendőrökkel,rend,őrök,kel,17.553625106811523,11.516583442687988,16.07853889465332,26.063302993774414,16.41349220275879,27.213088989257812,8.665865898132324,11,4,4,3,2.887617300335736,3.4260230156898763,3.5781806096277777,3.4756711883244296
3,szabadjára,szab,adj,ára,15.69412899017334,17.575044631958008,13.27762508392334,14.453057289123535,26.66214370727539,26.496274948120117,8.161243438720703,10,4,3,3,2.886490725172482,2.383815365980431,4.430478187932044,3.7218106152125467
3,források,forr,ás,ok,16.723005294799805,16.461347579956055,11.295794486999512,6.659928798675537,16.461483001708984,16.435457229614258,14.203534126281738,8,4,2,2,2.8836614351536176,2.6464037262230695,2.8651039746411278,4.570554614307831
3,valamennyire,vala,mennyi,re,16.34415054321289,11.2173490524292,17.61958122253418,27.08030891418457,17.669601440429688,28.057222366333008,7.372683048248291,12,4,6,2,2.8825245379548803,2.859138297294531,4.644596128050106,3.6036855496146996
3,telefonhívás,telefon,hív,ás,16.05167007446289,13.917211532592773,17.961153030395508,25.36328887939453,16.634262084960938,28.218544006347656,5.744479179382324,12,7,3,2,2.8819549713396007,4.016824493667488,3.9635989625972416,2.8651039746411278
3,hírességek,hír,ess,égek,17.996519088745117,17.30411720275879,10.069150924682617,15.811484336853027,27.00734519958496,25.742387771606445,8.812448501586914,10,3,3,4,2.88024177589548,4.345314905652313,3.188084373714938,2.6875289612146345
3,emlékeztető,emlék,ez,tető,22.229522705078125,14.009197235107422,16.382097244262695,12.706612586975098,30.971946716308594,21.544477462768555,7.157874584197998,11,5,2,4,2.8796692056320534,3.4316853446860116,6.333684409097302,3.2550311633455515
3,tizenhárom,ti,zen,három,12.505763053894043,19.16675567626953,19.0275936126709,26.53251838684082,25.53404426574707,16.076515197753906,10.830039024353027,10,2,3,5,2.8790958795000727,4.868462219808566,2.8721562727482928,4.981356442293256
3,tizennégy,ti,zen,négy,12.505763053894043,18.975894927978516,17.10881233215332,29.994590759277344,29.048276901245117,20.358112335205078,13.320276260375977,9,2,3,4,2.8790958795000727,4.868462219808566,2.8721562727482928,4.631230628305685
3,bármerre,bár,mer,re,18.261598587036133,17.357492446899414,9.750327110290527,10.37559700012207,21.120676040649414,20.93844223022461,11.541219711303711,8,3,3,2,2.8785217955012063,4.661964047212368,3.678154038010437,3.6036855496146996
3,érzékelők,érzék,el,ők,24.128942489624023,21.85194206237793,12.411972999572754,10.120694160461426,27.4776554107666,25.61726188659668,12.714831352233887,9,5,2,2,2.8750612633917,2.574031267727719,6.021003960549296,4.923886175096466
3,tárgyalások,tárgy,alá,sok,23.609304428100586,14.641792297363281,16.930147171020508,9.739784240722656,31.550613403320312,20.74909019470215,4.563534736633301,11,5,3,3,2.8709888137605755,3.461798557525109,4.51079961442428,5.299768711919799
3,tárgyalások,tárgyal,ás,ok,26.78688621520996,27.227426528930664,11.295794486999512,4.997827529907227,30.187217712402344,30.6966495513916,5.195797443389893,11,7,2,2,2.8709888137605755,2.829303772831025,2.8651039746411278,4.570554614307831
3,valamerre,vala,mer,re,11.387319564819336,11.2173490524292,9.750327110290527,21.417037963867188,22.578651428222656,22.293838500976562,8.370356559753418,9,4,3,2,2.8709888137605755,2.859138297294531,3.678154038010437,3.6036855496146996
3,éjjelén,éj,jel,én,14.601001739501953,14.63224983215332,7.759982109069824,13.816301345825195,24.949445724487305,25.33864402770996,5.474335193634033,7,2,3,2,2.870403905279027,3.3153404766272883,3.9860099318532614,6.157086084559995
3,családtagok,család,tag,ok,23.403738021850586,24.52128028869629,10.330081939697266,9.858057975769043,30.839317321777344,31.731653213500977,5.361225128173828,11,6,3,2,2.869818207979328,4.438146636246748,3.6240757311456826,4.570554614307831
3,védelmező,véd,el,mező,13.517757415771484,19.984846115112305,22.37622833251953,25.790098190307617,29.08106803894043,15.236059188842773,7.217711448669434,9,3,2,4,2.8692317197309762,3.0610753236297916,6.021003960549296,3.170848203643309
3,közrendőr,köz,rend,őr,10.524627685546875,9.140327453613281,10.771529197692871,21.051551818847656,21.140077590942383,22.029197692871094,11.39267349243164,9,3,4,2,2.8686444383948255,2.6473829701146196,3.4260230156898763,3.721068301797159
3,mozogjatok,mozog,ja,tok,14.417335510253906,16.874996185302734,11.181563377380371,13.550395011901855,24.9357967376709,27.494888305664062,9.368326187133789,10,5,2,3,2.8674674878590514,3.6588695922019623,5.05815640487046,2.8779469516291885
3,olyasvalakit,oly,as,valakit,11.055100440979004,18.8952693939209,16.811851501464844,26.808069229125977,26.330114364624023,13.514779090881348,5.44929838180542,12,3,2,7,2.866877814337499,4.061942292028086,3.118595365223762,4.6956217488932515
3,karkötőt,kar,köt,őt,14.936307907104492,10.754658699035645,15.060521125793457,24.210296630859375,14.886584281921387,26.15169334411621,6.951437950134277,8,3,3,2,2.8656960599160706,3.2909245593827543,3.3575537197430814,5.215082115013175
3,barátnőt,bar,át,nőt,9.351741790771484,17.57084083557129,16.650184631347656,26.082786560058594,25.80173683166504,15.05163288116455,8.632989883422852,8,3,2,3,2.8656960599160706,2.998259338423699,5.1193482825304715,4.338217366601095
3,barátnőjének,barát,nőj,ének,14.270208358764648,15.924099922180176,21.5132999420166,21.323970794677734,15.369063377380371,32.48265838623047,7.993133544921875,12,5,3,4,2.8651039746411278,4.12671570368574,2.9020028913507296,2.9380190974762104
3,szabadúszó,szab,ad,úszó,14.832571029663086,12.417288780212402,22.028316497802734,18.219209671020508,30.01593589782715,12.133817672729492,7.493034362792969,10,4,2,4,2.8627275283179747,2.383815365980431,4.265996370495079,2.9960736544852753
3,fejezetet,fej,ez,etet,16.296079635620117,16.265565872192383,9.582464218139648,13.23558235168457,25.473278045654297,25.482952117919922,7.054299831390381,9,3,2,4,2.862131379313037,3.8232133132826673,6.333684409097302,2.45178643552429
3,emberrabló,ember,rab,ló,10.994162559509277,9.540884017944336,9.693896293640137,25.006515502929688,25.09461784362793,25.49276351928711,8.105901718139648,10,5,3,2,2.8609366207000937,5.316075234838397,3.2643455070500926,3.8073320392911905
3,induljatok,indul,ja,tok,10.319561004638672,13.099790573120117,11.181563377380371,20.042795181274414,20.560102462768555,23.55429458618164,7.659739017486572,10,5,2,3,2.857935264719429,4.05922251252969,5.05815640487046,2.8779469516291885
3,szembeszállni,szem,be,szállni,16.591705322265625,12.594829559326172,24.245147705078125,18.515106201171875,31.37023162841797,10.362016677856445,8.085258483886719,13,4,2,7,2.8567288903828825,3.861295393526696,5.611719060607776,3.628695382714023
3,tizenkettő,ti,zen,kettő,12.505763053894043,24.557390213012695,23.962169647216797,30.276552200317383,29.18354034423828,11.21564769744873,9.254433631896973,10,2,3,5,2.8555191556678,4.868462219808566,2.8721562727482928,4.4976344586072825
3,mennyiség,menny,is,ég,17.37047004699707,17.936880111694336,11.014361381530762,9.141168594360352,23.689102172851562,24.089113235473633,7.207099914550781,9,5,2,2,2.8512583487190755,3.11293997608408,6.274002353245673,4.60959440922522
3,tudnotok,tud,no,tok,15.175653457641602,16.89978790283203,11.568032264709473,13.867632865905762,26.107635498046875,27.799732208251953,6.498307704925537,8,3,2,3,2.850033257689769,4.9824657172231515,4.162982370585433,2.8779469516291885
3,egyhamar,egy,ha,mar,15.022078514099121,15.487471580505371,11.813581466674805,21.946325302124023,23.75224494934082,22.16058349609375,7.201529026031494,8,3,2,3,2.850033257689769,6.513669111473827,6.17849550526079,3.1245042248342823
3,tizennyolc,ti,zen,nyolc,12.505763053894043,20.35938262939453,18.778396606445312,26.542503356933594,25.43941879272461,19.035348892211914,9.473749160766602,10,2,3,5,2.850033257689769,4.868462219808566,2.8721562727482928,4.172369376763842
3,szervezetet,szerv,ez,etet,16.03523063659668,16.172452926635742,9.582464218139648,11.681516647338867,22.94137954711914,23.04916000366211,10.66375732421875,11,5,2,4,2.850033257689769,2.8887409606828927,6.333684409097302,2.45178643552429
3,szárazföldön,száraz,föld,ön,14.310908317565918,23.42817497253418,15.603507995605469,11.91751766204834,21.703824996948242,32.875057220458984,4.464517593383789,12,6,4,2,2.8494194137968996,3.5678494505731067,4.316766870141431,5.066888466169809
3,sógorom,só,go,rom,16.41169548034668,15.953062057495117,12.704672813415527,17.39942169189453,26.942075729370117,27.172212600708008,11.959437370300293,7,2,2,3,2.846955325019824,3.205745540942662,3.709778601848225,2.6541765418779604
3,hozzászokni,hozz,ás,zokni,17.615222930908203,10.363102912902832,16.637704849243164,18.180940628051758,30.436677932739258,19.37054443359375,9.74130630493164,11,4,2,5,2.8457180179666586,3.9587071910872846,2.8651039746411278,3.010723865391773
3,hordozható,hordoz,ha,tó,22.588321685791016,14.08071517944336,15.342690467834473,6.211546897888184,26.91442108154297,17.333314895629883,6.646319389343262,10,6,2,2,2.8444771757456815,2.6344772701607315,6.17849550526079,3.4243915544102776
